ingresos,egresos,clase,consejo
1296,242,4,Invierte en educación financiera o cursos.
2110,1315,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2656,3134,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2680,1284,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1108,453,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2593,769,4,Diversifica tus inversiones: considera fondos o bienes raíces.
429,2271,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2189,794,4,Asesórate con un experto financiero para dar el siguiente paso.
2820,860,4,Asesórate con un experto financiero para dar el siguiente paso.
974,518,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2205,702,4,Asesórate con un experto financiero para dar el siguiente paso.
1250,533,4,Asesórate con un experto financiero para dar el siguiente paso.
816,360,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2299,2758,1,Revisa tus gastos mensuales y elimina los superfluos.
2533,876,4,Asesórate con un experto financiero para dar el siguiente paso.
2002,579,4,Asesórate con un experto financiero para dar el siguiente paso.
218,875,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
536,3341,0,Busca ingresos extra como trabajos freelance o ventas.
381,2267,0,Busca ingresos extra como trabajos freelance o ventas.
534,1399,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2716,1890,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
576,3465,0,Reducción urgente de gastos. Considera renegociar tus deudas.
995,1430,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2650,710,4,Diversifica tus inversiones: considera fondos o bienes raíces.
813,2996,0,Busca ingresos extra como trabajos freelance o ventas.
1450,2515,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1417,2823,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1386,2149,1,Revisa tus gastos mensuales y elimina los superfluos.
2844,3268,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
707,2198,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2809,2827,1,Evita el uso frecuente de tarjetas de crédito.
2967,3237,1,Revisa tus gastos mensuales y elimina los superfluos.
1040,2516,0,Busca ingresos extra como trabajos freelance o ventas.
335,722,1,Revisa tus gastos mensuales y elimina los superfluos.
2314,2856,1,Reduce gastos en entretenimiento o delivery.
409,2328,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2344,1373,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1051,2130,0,Situación crítica. Elabora un presupuesto mensual estricto.
614,2601,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1486,2976,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
915,1603,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
802,2500,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2569,771,4,Planea tu jubilación con tiempo.
1931,2307,1,Pequeños ajustes pueden ayudarte a ahorrar más.
255,2884,0,Situación crítica. Elabora un presupuesto mensual estricto.
868,1543,1,Evita el uso frecuente de tarjetas de crédito.
659,2432,0,Reducción urgente de gastos. Considera renegociar tus deudas.
926,1852,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2185,564,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2720,717,4,Invierte en educación financiera o cursos.
1450,1532,1,Reduce gastos en entretenimiento o delivery.
403,1300,0,Situación crítica. Elabora un presupuesto mensual estricto.
2536,1565,4,Planea tu jubilación con tiempo.
1580,1019,4,Asesórate con un experto financiero para dar el siguiente paso.
880,148,4,Planea tu jubilación con tiempo.
1030,3262,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1252,3200,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1476,1540,1,Reduce gastos en entretenimiento o delivery.
2085,3478,0,Busca ingresos extra como trabajos freelance o ventas.
2164,3130,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1682,865,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
500,2095,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1340,2392,0,Busca ingresos extra como trabajos freelance o ventas.
1941,2975,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1846,1998,1,Reduce gastos en entretenimiento o delivery.
2134,1341,4,Invierte en educación financiera o cursos.
887,2607,0,Situación crítica. Elabora un presupuesto mensual estricto.
820,397,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1482,1600,1,Reduce gastos en entretenimiento o delivery.
1336,2738,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2444,2791,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1065,2122,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
792,3300,0,Busca ingresos extra como trabajos freelance o ventas.
1992,2320,1,Evita el uso frecuente de tarjetas de crédito.
2683,1193,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
647,762,1,Revisa tus gastos mensuales y elimina los superfluos.
287,1449,0,Reducción urgente de gastos. Considera renegociar tus deudas.
795,1977,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2988,942,4,Asesórate con un experto financiero para dar el siguiente paso.
665,1599,0,Busca ingresos extra como trabajos freelance o ventas.
1553,300,4,Asesórate con un experto financiero para dar el siguiente paso.
2469,3092,1,Evita el uso frecuente de tarjetas de crédito.
403,2311,0,Situación crítica. Elabora un presupuesto mensual estricto.
2242,2685,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1763,275,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2176,1798,3,"Sigue ahorrando, pero también revisa tus metas."
2944,1205,4,Asesórate con un experto financiero para dar el siguiente paso.
2409,1187,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2916,583,4,Diversifica tus inversiones: considera fondos o bienes raíces.
696,3308,0,Situación crítica. Elabora un presupuesto mensual estricto.
1043,2642,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2490,1308,4,Invierte en educación financiera o cursos.
2375,1967,3,Evalúa tus gastos anuales y ajusta si es necesario.
473,2826,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2971,2333,4,Invierte en educación financiera o cursos.
2931,2531,3,Considera aumentar tu fondo de emergencia.
1508,1184,3,Evalúa tus gastos anuales y ajusta si es necesario.
2273,1714,4,Planea tu jubilación con tiempo.
958,1623,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1293,1012,3,Considera aumentar tu fondo de emergencia.
1344,783,4,Asesórate con un experto financiero para dar el siguiente paso.
729,2797,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2488,1942,4,Diversifica tus inversiones: considera fondos o bienes raíces.
518,3401,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2128,793,4,Planea tu jubilación con tiempo.
1955,613,4,Invierte en educación financiera o cursos.
572,2693,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2471,2780,1,Evita el uso frecuente de tarjetas de crédito.
599,1147,1,Reduce gastos en entretenimiento o delivery.
2293,1974,3,Considera aumentar tu fondo de emergencia.
2419,857,4,Invierte en educación financiera o cursos.
1551,2859,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1137,1789,1,Revisa tus gastos mensuales y elimina los superfluos.
2995,2762,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1902,3340,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
237,1994,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
707,2866,0,Situación crítica. Elabora un presupuesto mensual estricto.
1903,3419,0,Situación crítica. Elabora un presupuesto mensual estricto.
2918,487,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1247,112,4,Asesórate con un experto financiero para dar el siguiente paso.
330,804,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
328,1057,1,Revisa tus gastos mensuales y elimina los superfluos.
2732,681,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1550,381,4,Invierte en educación financiera o cursos.
2822,774,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2478,1109,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2480,2911,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1491,2741,0,Situación crítica. Elabora un presupuesto mensual estricto.
515,2087,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2080,2110,1,Reduce gastos en entretenimiento o delivery.
2593,481,4,Asesórate con un experto financiero para dar el siguiente paso.
500,1701,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
258,3073,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1194,2989,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1831,518,4,Invierte en educación financiera o cursos.
1071,314,4,Invierte en educación financiera o cursos.
2507,1821,4,Asesórate con un experto financiero para dar el siguiente paso.
2615,2538,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
845,2407,0,Situación crítica. Elabora un presupuesto mensual estricto.
1257,2169,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2091,2123,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
287,144,3,Considera aumentar tu fondo de emergencia.
2374,2439,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1708,2179,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2625,356,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2917,879,4,Asesórate con un experto financiero para dar el siguiente paso.
2540,3367,0,Busca ingresos extra como trabajos freelance o ventas.
1755,867,4,Planea tu jubilación con tiempo.
726,1870,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1103,2350,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1291,2621,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2773,2671,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1882,3076,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2275,690,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2416,1677,4,Diversifica tus inversiones: considera fondos o bienes raíces.
747,2627,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2283,409,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2849,340,4,Planea tu jubilación con tiempo.
2080,462,4,Asesórate con un experto financiero para dar el siguiente paso.
785,2563,0,Busca ingresos extra como trabajos freelance o ventas.
2055,2198,1,Reduce gastos en entretenimiento o delivery.
1432,639,4,Asesórate con un experto financiero para dar el siguiente paso.
980,2606,0,Busca ingresos extra como trabajos freelance o ventas.
260,1132,0,Reducción urgente de gastos. Considera renegociar tus deudas.
772,2136,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
835,1172,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2432,2678,1,Reduce gastos en entretenimiento o delivery.
519,1097,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1358,2679,0,Reducción urgente de gastos. Considera renegociar tus deudas.
359,2716,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2193,778,4,Invierte en educación financiera o cursos.
1248,1259,1,Evita el uso frecuente de tarjetas de crédito.
1499,1218,3,Analiza opciones de inversión de bajo riesgo.
1166,488,4,Planea tu jubilación con tiempo.
2057,3398,0,Reducción urgente de gastos. Considera renegociar tus deudas.
513,2346,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
514,2716,0,Situación crítica. Elabora un presupuesto mensual estricto.
391,3160,0,Situación crítica. Elabora un presupuesto mensual estricto.
689,2689,0,Situación crítica. Elabora un presupuesto mensual estricto.
2636,144,4,Diversifica tus inversiones: considera fondos o bienes raíces.
635,3198,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2919,2250,4,Planea tu jubilación con tiempo.
1762,2802,0,Situación crítica. Elabora un presupuesto mensual estricto.
654,609,3,Evalúa tus gastos anuales y ajusta si es necesario.
1633,499,4,Asesórate con un experto financiero para dar el siguiente paso.
2932,1645,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
452,2310,0,Situación crítica. Elabora un presupuesto mensual estricto.
1992,1118,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1533,2740,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2152,2409,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1382,3210,0,Busca ingresos extra como trabajos freelance o ventas.
2461,1390,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2321,828,4,Planea tu jubilación con tiempo.
2952,1738,4,Planea tu jubilación con tiempo.
1262,424,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2079,1404,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
498,2206,0,Situación crítica. Elabora un presupuesto mensual estricto.
1090,1456,1,Evita el uso frecuente de tarjetas de crédito.
2616,581,4,Asesórate con un experto financiero para dar el siguiente paso.
2009,2621,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2827,738,4,Invierte en educación financiera o cursos.
393,2088,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2997,2828,3,Considera aumentar tu fondo de emergencia.
2624,1750,4,Asesórate con un experto financiero para dar el siguiente paso.
1198,2579,0,Busca ingresos extra como trabajos freelance o ventas.
312,688,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1743,2111,1,Pequeños ajustes pueden ayudarte a ahorrar más.
242,2052,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1866,868,4,Planea tu jubilación con tiempo.
1574,3338,0,Busca ingresos extra como trabajos freelance o ventas.
2534,722,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2996,3311,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2174,3305,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1864,2844,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2532,2264,3,Analiza opciones de inversión de bajo riesgo.
1020,408,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1564,1350,3,Evalúa tus gastos anuales y ajusta si es necesario.
2205,3458,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1093,2366,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2860,1195,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1702,3379,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1115,1242,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
835,624,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
325,529,1,Revisa tus gastos mensuales y elimina los superfluos.
2593,2639,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2702,498,4,Asesórate con un experto financiero para dar el siguiente paso.
2303,1780,4,Asesórate con un experto financiero para dar el siguiente paso.
1374,834,4,Planea tu jubilación con tiempo.
2165,3145,0,Situación crítica. Elabora un presupuesto mensual estricto.
2638,1161,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2136,2531,1,Reduce gastos en entretenimiento o delivery.
1418,2583,0,Busca ingresos extra como trabajos freelance o ventas.
864,1966,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2927,2694,3,Considera aumentar tu fondo de emergencia.
2679,1191,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1754,1197,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1195,1227,1,Evita el uso frecuente de tarjetas de crédito.
1296,1462,1,Evita el uso frecuente de tarjetas de crédito.
1741,635,4,Invierte en educación financiera o cursos.
2443,241,4,Planea tu jubilación con tiempo.
2864,2154,4,Planea tu jubilación con tiempo.
262,295,1,Pequeños ajustes pueden ayudarte a ahorrar más.
464,2619,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1847,1190,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2092,3145,0,Busca ingresos extra como trabajos freelance o ventas.
2270,1364,4,Diversifica tus inversiones: considera fondos o bienes raíces.
955,1543,1,Evita el uso frecuente de tarjetas de crédito.
2820,856,4,Asesórate con un experto financiero para dar el siguiente paso.
985,1620,1,Revisa tus gastos mensuales y elimina los superfluos.
309,109,3,"Sigue ahorrando, pero también revisa tus metas."
533,1439,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1263,3292,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1626,456,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2477,3149,1,Revisa tus gastos mensuales y elimina los superfluos.
924,2583,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2497,1858,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1896,1873,3,Evalúa tus gastos anuales y ajusta si es necesario.
878,2139,0,Situación crítica. Elabora un presupuesto mensual estricto.
1630,398,4,Asesórate con un experto financiero para dar el siguiente paso.
1038,1996,0,Busca ingresos extra como trabajos freelance o ventas.
2427,314,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2619,1821,4,Planea tu jubilación con tiempo.
1563,1934,1,Revisa tus gastos mensuales y elimina los superfluos.
2674,116,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2231,688,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2627,3182,1,Reduce gastos en entretenimiento o delivery.
300,2990,0,Situación crítica. Elabora un presupuesto mensual estricto.
1639,3096,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1669,1528,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1742,3189,0,Situación crítica. Elabora un presupuesto mensual estricto.
694,2169,0,Busca ingresos extra como trabajos freelance o ventas.
1181,2047,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2741,670,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1656,1924,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2782,2032,4,Planea tu jubilación con tiempo.
2705,1321,4,Asesórate con un experto financiero para dar el siguiente paso.
1541,1968,1,Reduce gastos en entretenimiento o delivery.
1116,2085,0,Situación crítica. Elabora un presupuesto mensual estricto.
1885,2583,1,Evita el uso frecuente de tarjetas de crédito.
1105,1359,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2644,1277,4,Asesórate con un experto financiero para dar el siguiente paso.
2420,2043,3,"Sigue ahorrando, pero también revisa tus metas."
277,1382,0,Situación crítica. Elabora un presupuesto mensual estricto.
2060,1249,4,Planea tu jubilación con tiempo.
1820,2135,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1146,2144,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1724,1089,4,Invierte en educación financiera o cursos.
1583,745,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
467,3256,0,Situación crítica. Elabora un presupuesto mensual estricto.
2363,3469,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2901,1747,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
428,3098,0,Reducción urgente de gastos. Considera renegociar tus deudas.
901,809,3,Analiza opciones de inversión de bajo riesgo.
2792,3276,1,Reduce gastos en entretenimiento o delivery.
875,1226,1,Reduce gastos en entretenimiento o delivery.
1483,526,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2175,2044,3,Analiza opciones de inversión de bajo riesgo.
2757,973,4,Invierte en educación financiera o cursos.
2863,450,4,Invierte en educación financiera o cursos.
851,3385,0,Busca ingresos extra como trabajos freelance o ventas.
2354,3366,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2386,581,4,Asesórate con un experto financiero para dar el siguiente paso.
456,3456,0,Busca ingresos extra como trabajos freelance o ventas.
696,2729,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2056,2876,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
213,1715,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
902,2474,0,Busca ingresos extra como trabajos freelance o ventas.
2991,1957,4,Invierte en educación financiera o cursos.
1677,1897,1,Reduce gastos en entretenimiento o delivery.
392,183,3,Analiza opciones de inversión de bajo riesgo.
922,3100,0,Situación crítica. Elabora un presupuesto mensual estricto.
1154,1614,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1064,924,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
301,2236,0,Situación crítica. Elabora un presupuesto mensual estricto.
2753,2473,3,Analiza opciones de inversión de bajo riesgo.
1146,1409,1,Evita el uso frecuente de tarjetas de crédito.
502,3335,0,Situación crítica. Elabora un presupuesto mensual estricto.
883,114,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1044,1137,1,Evita el uso frecuente de tarjetas de crédito.
964,885,3,Considera aumentar tu fondo de emergencia.
2310,243,4,Asesórate con un experto financiero para dar el siguiente paso.
2940,2258,4,Asesórate con un experto financiero para dar el siguiente paso.
2476,1846,4,Invierte en educación financiera o cursos.
1983,286,4,Invierte en educación financiera o cursos.
468,1702,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1499,1087,3,Evalúa tus gastos anuales y ajusta si es necesario.
242,489,1,Pequeños ajustes pueden ayudarte a ahorrar más.
533,2811,0,Busca ingresos extra como trabajos freelance o ventas.
607,2038,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1755,1122,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2710,3272,1,Reduce gastos en entretenimiento o delivery.
1875,1163,4,Invierte en educación financiera o cursos.
1460,1773,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1367,2090,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1109,1265,1,Evita el uso frecuente de tarjetas de crédito.
2677,3143,1,Evita el uso frecuente de tarjetas de crédito.
1660,2547,0,Busca ingresos extra como trabajos freelance o ventas.
2162,210,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2888,1878,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1442,1292,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
516,2511,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
452,1240,1,Reduce gastos en entretenimiento o delivery.
2141,350,4,Invierte en educación financiera o cursos.
1996,1880,3,"Sigue ahorrando, pero también revisa tus metas."
905,2701,0,Reducción urgente de gastos. Considera renegociar tus deudas.
808,2246,0,Reducción urgente de gastos. Considera renegociar tus deudas.
1140,1334,1,Evita el uso frecuente de tarjetas de crédito.
1782,1577,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
1295,700,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1951,1724,3,"Sigue ahorrando, pero también revisa tus metas."
2395,2284,3,Analiza opciones de inversión de bajo riesgo.
1801,3470,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1300,2855,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2121,2546,1,Reduce gastos en entretenimiento o delivery.
783,3041,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2942,2195,4,Diversifica tus inversiones: considera fondos o bienes raíces.
967,823,3,Considera aumentar tu fondo de emergencia.
630,2700,0,Situación crítica. Elabora un presupuesto mensual estricto.
1760,1534,3,Considera aumentar tu fondo de emergencia.
1987,2313,1,Reduce gastos en entretenimiento o delivery.
1436,2789,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2434,1919,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2350,698,4,Invierte en educación financiera o cursos.
2307,1363,4,Asesórate con un experto financiero para dar el siguiente paso.
1691,2070,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1823,2495,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1053,239,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1932,1503,3,Considera aumentar tu fondo de emergencia.
922,661,3,Analiza opciones de inversión de bajo riesgo.
2472,561,4,Planea tu jubilación con tiempo.
1613,2570,0,Busca ingresos extra como trabajos freelance o ventas.
1930,1386,4,Invierte en educación financiera o cursos.
2127,821,4,Invierte en educación financiera o cursos.
851,1190,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
1521,3144,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1793,3238,0,Situación crítica. Elabora un presupuesto mensual estricto.
2023,2902,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
424,1528,0,Situación crítica. Elabora un presupuesto mensual estricto.
1325,3421,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
714,783,1,Revisa tus gastos mensuales y elimina los superfluos.
2776,2871,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
707,1960,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1735,1602,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2893,1220,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
909,744,3,Evalúa tus gastos anuales y ajusta si es necesario.
1256,2736,0,Busca ingresos extra como trabajos freelance o ventas.
2301,908,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
433,2964,0,Situación crítica. Elabora un presupuesto mensual estricto.
1669,2306,1,Revisa tus gastos mensuales y elimina los superfluos.
1468,2992,0,Situación crítica. Elabora un presupuesto mensual estricto.
2602,2636,1,Evita el uso frecuente de tarjetas de crédito.
901,1792,0,Situación crítica. Elabora un presupuesto mensual estricto.
1773,1906,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2546,2995,1,Evita el uso frecuente de tarjetas de crédito.
2121,2824,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2389,594,4,Asesórate con un experto financiero para dar el siguiente paso.
2706,2161,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1529,2510,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2022,2929,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2645,172,4,Diversifica tus inversiones: considera fondos o bienes raíces.
749,1586,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
791,2649,0,Situación crítica. Elabora un presupuesto mensual estricto.
1826,1548,3,Evalúa tus gastos anuales y ajusta si es necesario.
2200,1978,3,"Sigue ahorrando, pero también revisa tus metas."
2821,401,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2962,2882,3,Evalúa tus gastos anuales y ajusta si es necesario.
1502,2341,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1539,1338,3,"Sigue ahorrando, pero también revisa tus metas."
2338,2490,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2710,3418,1,Evita el uso frecuente de tarjetas de crédito.
2102,1389,4,Invierte en educación financiera o cursos.
1723,1854,1,"Estás cerca del equilibrio, pero aún puedes mejorar."
2201,2710,1,Pequeños ajustes pueden ayudarte a ahorrar más.
2694,2179,4,Planea tu jubilación con tiempo.
751,2989,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
1881,172,4,Planea tu jubilación con tiempo.
242,2404,0,Situación crítica. Elabora un presupuesto mensual estricto.
2318,950,4,Diversifica tus inversiones: considera fondos o bienes raíces.
1981,448,4,Planea tu jubilación con tiempo.
380,2901,0,Busca ingresos extra como trabajos freelance o ventas.
564,355,3,Analiza opciones de inversión de bajo riesgo.
1141,581,4,Invierte en educación financiera o cursos.
2880,1802,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
2566,405,4,Asesórate con un experto financiero para dar el siguiente paso.
291,1960,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
2940,1358,4,Invierte en educación financiera o cursos.
2163,3154,0,Evita gastos innecesarios como comida rápida o suscripciones duplicadas.
2421,511,4,Estás ahorrando muy bien. Puedes comenzar a invertir.
1652,2503,0,Situación crítica. Elabora un presupuesto mensual estricto.
1647,3045,0,Reducción urgente de gastos. Considera renegociar tus deudas.
2807,2508,3,Considera aumentar tu fondo de emergencia.
653,947,1,Pequeños ajustes pueden ayudarte a ahorrar más.
1356,236,4,Diversifica tus inversiones: considera fondos o bienes raíces.
2730,2337,3,"Bien hecho, estás ahorrando. Piensa en metas a mediano plazo."
2209,3225,0,Estás gastando mucho más de lo que ganas. Revisa tus suscripciones.
1786,2114,1,Evita el uso frecuente de tarjetas de crédito.
2738,3248,1,Revisa tus gastos mensuales y elimina los superfluos.
